wkt_geom,Site code,Site name,Source,Date,Longitude,Latitude,Latnoneg,Number of,Number o_1,SIGNALT Sc,SIGNALT _1,WKT,East,North,Year
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",21/03/2012,146.7877821,-42.94128074,42.94128074,83,25,5,6.8,POINT (146.7877821 -42.94128074),482686.003,5245684,2012
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",22/04/1998,146.7877821,-42.94128074,42.94128074,45,32,4.8,6.3,POINT (146.7877821 -42.94128074),482686.003,5245684,1998
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",23/03/2016,146.7877821,-42.94128074,42.94128074,33,22,5.9,6.9,POINT (146.7877821 -42.94128074),482686.003,5245684,2016
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",24/03/2000,146.7877821,-42.94128074,42.94128074,45,30,5.2,6.3,POINT (146.7877821 -42.94128074),482686.003,5245684,2000
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",26/03/2014,146.7877821,-42.94128074,42.94128074,45,21,6.4,6.9,POINT (146.7877821 -42.94128074),482686.003,5245684,2014
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",26/04/2005,146.7877821,-42.94128074,42.94128074,72,23,5.5,7,POINT (146.7877821 -42.94128074),482686.003,5245684,2005
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",27/09/2001,146.7877821,-42.94128074,42.94128074,52,36,5.3,6.5,POINT (146.7877821 -42.94128074),482686.003,5245684,2001
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",27/09/2005,146.7877821,-42.94128074,42.94128074,67,30,5.2,6.5,POINT (146.7877821 -42.94128074),482686.003,5245684,2005
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",28/09/2011,146.7877821,-42.94128074,42.94128074,37,24,5.2,7.1,POINT (146.7877821 -42.94128074),482686.003,5245684,2011
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",29/03/2006,146.7877821,-42.94128074,42.94128074,110,28,4.9,6.3,POINT (146.7877821 -42.94128074),482686.003,5245684,2006
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",29/10/1998,146.7877821,-42.94128074,42.94128074,34,31,5.7,6.5,POINT (146.7877821 -42.94128074),482686.003,5245684,1998
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",3/03/2008,146.7877821,-42.94128074,42.94128074,20,26,6.1,7,POINT (146.7877821 -42.94128074),482686.003,5245684,2008
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",30/10/2002,146.7877821,-42.94128074,42.94128074,39,31,6,6.6,POINT (146.7877821 -42.94128074),482686.003,5245684,2002
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",5/03/2010,146.7877821,-42.94128074,42.94128074,33,24,5.2,6.5,POINT (146.7877821 -42.94128074),482686.003,5245684,2010
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",5/04/2001,146.7877821,-42.94128074,42.94128074,74,32,5.7,6.7,POINT (146.7877821 -42.94128074),482686.003,5245684,2001
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",6/04/2018,146.7877821,-42.94128074,42.94128074,121,23,5.9,6.7,POINT (146.7877821 -42.94128074),482686.003,5245684,2018
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",6/09/2007,146.7877821,-42.94128074,42.94128074,36,25,5.6,6.9,POINT (146.7877821 -42.94128074),482686.003,5245684,2007
Point (482686.00300000002607703 5245684),HUON028,Russell River at Russell Pimple,"Department of Primary Industries, Parks, Water and Environment",9/12/2019,146.7877821,-42.94128074,42.94128074,146,24,5.6,6.3,POINT (146.7877821 -42.94128074),482686.003,5245684,2019
Point (477989 5250223),HUON029,Russell River at Russell Rd,"Department of Primary Industries, Parks, Water and Environment",23/04/1998,146.7303897,-42.90028532,42.90028532,26,22,5.4,6.3,POINT (146.7303897 -42.90028532),477989,5250223,1998
Point (477989 5250223),HUON029,Russell River at Russell Rd,"Department of Primary Industries, Parks, Water and Environment",29/10/1998,146.7303897,-42.90028532,42.90028532,61,31,4.9,6.8,POINT (146.7303897 -42.90028532),477989,5250223,1998
Point (486169.00199999997857958 5239183),HUON030,Little Denison River at Denison Rd,"Department of Primary Industries, Parks, Water and Environment",23/04/1998,146.8303122,-42.99989406,42.99989406,77,27,5.7,6.6,POINT (146.8303122 -42.99989406),486169.002,5239183,1998
Point (486169.00199999997857958 5239183),HUON030,Little Denison River at Denison Rd,"Department of Primary Industries, Parks, Water and Environment",30/10/1998,146.8303122,-42.99989406,42.99989406,60,40,4.6,5.9,POINT (146.8303122 -42.99989406),486169.002,5239183,1998
Point (481547.00199999997857958 5242769.00100000016391277),HUON031,Little Denison River at McDougalls Rd,"Department of Primary Industries, Parks, Water and Environment",23/04/1998,146.7737253,-42.96750385,42.96750385,41,33,4.8,6.6,POINT (146.7737253 -42.96750385),481547.002,5242769.001,1998
Point (481547.00199999997857958 5242769.00100000016391277),HUON031,Little Denison River at McDougalls Rd,"Department of Primary Industries, Parks, Water and Environment",29/10/1998,146.7737253,-42.96750385,42.96750385,52,34,5.1,6.4,POINT (146.7737253 -42.96750385),481547.002,5242769.001,1998
Point (485602.99900000001071021 5231724.00100000016391277),HUON032,Arve River at Arve Ford,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.8231754,-43.06705181,43.06705181,34,31,4.3,6.1,POINT (146.8231754 -43.06705181),485602.999,5231724.001,1998
Point (485602.99900000001071021 5231724.00100000016391277),HUON032,Arve River at Arve Ford,"Department of Primary Industries, Parks, Water and Environment",7/04/1998,146.8231754,-43.06705181,43.06705181,35,30,4.5,5.9,POINT (146.8231754 -43.06705181),485602.999,5231724.001,1998
Point (484318 5221548),HUON033,Arve River at Arve Rd,"Department of Primary Industries, Parks, Water and Environment",29/10/1998,146.8071055,-43.15865981,43.15865981,24,26,4.7,6.5,POINT (146.8071055 -43.15865981),484318,5221548,1998
Point (484318 5221548),HUON033,Arve River at Arve Rd,"Department of Primary Industries, Parks, Water and Environment",7/04/1998,146.8071055,-43.15865981,43.15865981,66,28,5.2,6.7,POINT (146.8071055 -43.15865981),484318,5221548,1998
Point (483243 5222378),HUON034,Keoghs Creek at Arve Rd,"Department of Primary Industries, Parks, Water and Environment",29/10/1998,146.7939078,-43.15116278,43.15116278,22,28,5.1,6.7,POINT (146.7939078 -43.15116278),483243,5222378,1998
Point (483243 5222378),HUON034,Keoghs Creek at Arve Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/1998,146.7939078,-43.15116278,43.15116278,31,31,4.8,6.7,POINT (146.7939078 -43.15116278),483243,5222378,1998
Point (472862.00300000002607703 5236178),HUON036,Crystal Creek at South Weld Rd,"Department of Primary Industries, Parks, Water and Environment",16/11/1998,146.666909,-43.02659538,43.02659538,38,30,4.2,6.2,POINT (146.666909 -43.02659538),472862.003,5236178,1998
Point (472862.00300000002607703 5236178),HUON036,Crystal Creek at South Weld Rd,"Department of Primary Industries, Parks, Water and Environment",22/04/1998,146.666909,-43.02659538,43.02659538,39,24,4.4,6.3,POINT (146.666909 -43.02659538),472862.003,5236178,1998
Point (472120.00099999998928979 5236741.00100000016391277),HUON037,Isabella Creek off South Weld Rd,"Department of Primary Industries, Parks, Water and Environment",16/11/1998,146.65783,-43.02149875,43.02149875,36,25,5.4,6.5,POINT (146.65783 -43.02149875),472120.001,5236741.001,1998
Point (472120.00099999998928979 5236741.00100000016391277),HUON037,Isabella Creek off South Weld Rd,"Department of Primary Industries, Parks, Water and Environment",22/04/1998,146.65783,-43.02149875,43.02149875,25,25,5,6.3,POINT (146.65783 -43.02149875),472120.001,5236741.001,1998
Point (476066.00300000002607703 5231122),HUON038,Warra Creek at Warra Rd,"Department of Primary Industries, Parks, Water and Environment",22/04/1998,146.7060169,-43.07223181,43.07223181,15,19,5.5,6.5,POINT (146.7060169 -43.07223181),476066.003,5231122,1998
Point (476066.00300000002607703 5231122),HUON038,Warra Creek at Warra Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.7060169,-43.07223181,43.07223181,14,21,5.7,6.7,POINT (146.7060169 -43.07223181),476066.003,5231122,1998
Point (477091.00199999997857958 5227145),HUON039,Picton River at Riveaux Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.7184429,-43.10807571,43.10807571,93,29,5.4,6.6,POINT (146.7184429 -43.10807571),477091.002,5227145,1998
Point (477091.00199999997857958 5227145),HUON039,Picton River at Riveaux Rd,"Department of Primary Industries, Parks, Water and Environment",7/04/1998,146.7184429,-43.10807571,43.10807571,67,29,4.9,6.7,POINT (146.7184429 -43.10807571),477091.002,5227145,1998
Point (474181.00300000002607703 5213694),HUON040,Picton River ds Farmhouse Creek,"Department of Primary Industries, Parks, Water and Environment",22/04/1998,146.6820512,-43.22910415,43.22910415,56,22,5.8,6.8,POINT (146.6820512 -43.22910415),474181.003,5213694,1998
Point (474181.00300000002607703 5213694),HUON040,Picton River ds Farmhouse Creek,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.6820512,-43.22910415,43.22910415,72,22,5.3,6.9,POINT (146.6820512 -43.22910415),474181.003,5213694,1998
Point (470940 5218152),HUON042,Cook Creek at Picton Rd,"Department of Primary Industries, Parks, Water and Environment",22/04/1998,146.6423751,-43.18884383,43.18884383,45,19,5.4,7.3,POINT (146.6423751 -43.18884383),470940,5218152,1998
Point (470940 5218152),HUON042,Cook Creek at Picton Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.6423751,-43.18884383,43.18884383,89,22,5.5,7.5,POINT (146.6423751 -43.18884383),470940,5218152,1998
Point (473047.00099999998928979 5213405),HUON043,Farmhouse Creek at Picton Rd,"Department of Primary Industries, Parks, Water and Environment",22/04/1998,146.6680726,-43.23166681,43.23166681,64,18,5.1,6.9,POINT (146.6680726 -43.23166681),473047.001,5213405,1998
Point (473047.00099999998928979 5213405),HUON043,Farmhouse Creek at Picton Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.6680726,-43.23166681,43.23166681,33,21,4.9,6.5,POINT (146.6680726 -43.23166681),473047.001,5213405,1998
Point (473539.99800000002142042 5228848),HUON044,Kroanna Creek at Manuka Rd,"Department of Primary Industries, Parks, Water and Environment",23/04/1998,146.674882,-43.09262485,43.09262485,15,16,6,6.8,POINT (146.674882 -43.09262485),473539.998,5228848,1998
Point (473539.99800000002142042 5228848),HUON044,Kroanna Creek at Manuka Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.674882,-43.09262485,43.09262485,22,20,5.3,6.3,POINT (146.674882 -43.09262485),473539.998,5228848,1998
Point (473072.00099999998928979 5229266),HUON045,Tomalah Creek at Manuka Rd,"Department of Primary Industries, Parks, Water and Environment",23/04/1998,146.669152,-43.08884437,43.08884437,29,20,5.2,6.5,POINT (146.669152 -43.08884437),473072.001,5229266,1998
Point (473072.00099999998928979 5229266),HUON045,Tomalah Creek at Manuka Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/1998,146.669152,-43.08884437,43.08884437,33,22,5,6.6,POINT (146.669152 -43.08884437),473072.001,5229266,1998
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",10/04/2002,146.8358565,-43.25319165,43.25319165,88,34,4.9,6.9,POINT (146.8358565 -43.25319165),486675.999,5211055,2002
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",10/04/2003,146.8358565,-43.25319165,43.25319165,114,32,4.8,6.6,POINT (146.8358565 -43.25319165),486675.999,5211055,2003
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",11/03/2009,146.8358565,-43.25319165,43.25319165,15,24,5.1,6,POINT (146.8358565 -43.25319165),486675.999,5211055,2009
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",12/03/2008,146.8358565,-43.25319165,43.25319165,50,31,5.1,6.8,POINT (146.8358565 -43.25319165),486675.999,5211055,2008
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",12/10/2006,146.8358565,-43.25319165,43.25319165,62,34,5,6.9,POINT (146.8358565 -43.25319165),486675.999,5211055,2006
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",13/10/1999,146.8358565,-43.25319165,43.25319165,46,39,4.7,6.2,POINT (146.8358565 -43.25319165),486675.999,5211055,1999
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",13/10/2000,146.8358565,-43.25319165,43.25319165,71,38,4.8,6.4,POINT (146.8358565 -43.25319165),486675.999,5211055,2000
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",14/10/2015,146.8358565,-43.25319165,43.25319165,10,20,5,6.5,POINT (146.8358565 -43.25319165),486675.999,5211055,2015
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",17/09/2008,146.8358565,-43.25319165,43.25319165,28,33,5.7,6.7,POINT (146.8358565 -43.25319165),486675.999,5211055,2008
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",17/09/2013,146.8358565,-43.25319165,43.25319165,24,26,5.1,6.9,POINT (146.8358565 -43.25319165),486675.999,5211055,2013
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",19/03/2007,146.8358565,-43.25319165,43.25319165,68,35,5,6.4,POINT (146.8358565 -43.25319165),486675.999,5211055,2007
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",20/09/2004,146.8358565,-43.25319165,43.25319165,88,36,4.8,6.9,POINT (146.8358565 -43.25319165),486675.999,5211055,2004
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",20/10/2003,146.8358565,-43.25319165,43.25319165,75,31,4.7,6.8,POINT (146.8358565 -43.25319165),486675.999,5211055,2003
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",21/03/2012,146.8358565,-43.25319165,43.25319165,42,23,5.7,6.9,POINT (146.8358565 -43.25319165),486675.999,5211055,2012
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",21/10/2002,146.8358565,-43.25319165,43.25319165,73,33,4.6,6.2,POINT (146.8358565 -43.25319165),486675.999,5211055,2002
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",23/03/2000,146.8358565,-43.25319165,43.25319165,60,37,4.6,6.3,POINT (146.8358565 -43.25319165),486675.999,5211055,2000
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",27/03/2014,146.8358565,-43.25319165,43.25319165,64,27,5.3,6.8,POINT (146.8358565 -43.25319165),486675.999,5211055,2014
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",27/03/2017,146.8358565,-43.25319165,43.25319165,104,25,4.8,6.3,POINT (146.8358565 -43.25319165),486675.999,5211055,2017
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",27/09/2001,146.8358565,-43.25319165,43.25319165,73,40,4.7,6.2,POINT (146.8358565 -43.25319165),486675.999,5211055,2001
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",27/10/1998,146.8358565,-43.25319165,43.25319165,42,32,4.5,6.6,POINT (146.8358565 -43.25319165),486675.999,5211055,1998
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",28/09/2005,146.8358565,-43.25319165,43.25319165,32,29,5.3,6.4,POINT (146.8358565 -43.25319165),486675.999,5211055,2005
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",28/09/2011,146.8358565,-43.25319165,43.25319165,28,24,5.1,6.8,POINT (146.8358565 -43.25319165),486675.999,5211055,2011
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",29/04/2005,146.8358565,-43.25319165,43.25319165,106,30,5,6.7,POINT (146.8358565 -43.25319165),486675.999,5211055,2005
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",31/03/2016,146.8358565,-43.25319165,43.25319165,124,35,4.3,6.3,POINT (146.8358565 -43.25319165),486675.999,5211055,2016
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",4/03/2010,146.8358565,-43.25319165,43.25319165,45,28,5.5,6.6,POINT (146.8358565 -43.25319165),486675.999,5211055,2010
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",5/04/2001,146.8358565,-43.25319165,43.25319165,70,36,4.6,6.4,POINT (146.8358565 -43.25319165),486675.999,5211055,2001
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",5/11/2009,146.8358565,-43.25319165,43.25319165,23,24,5.1,7.1,POINT (146.8358565 -43.25319165),486675.999,5211055,2009
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",6/09/2007,146.8358565,-43.25319165,43.25319165,20,28,4.9,6.9,POINT (146.8358565 -43.25319165),486675.999,5211055,2007
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/1998,146.8358565,-43.25319165,43.25319165,33,17,5.1,7.1,POINT (146.8358565 -43.25319165),486675.999,5211055,1998
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/1999,146.8358565,-43.25319165,43.25319165,81,31,4.8,6.6,POINT (146.8358565 -43.25319165),486675.999,5211055,1999
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/2004,146.8358565,-43.25319165,43.25319165,72,32,4.8,6.6,POINT (146.8358565 -43.25319165),486675.999,5211055,2004
Point (486675.99900000001071021 5211055),HUON046,Esperance River at Esperance River Rd,"Department of Primary Industries, Parks, Water and Environment",8/05/2006,146.8358565,-43.25319165,43.25319165,68,35,5,6.8,POINT (146.8358565 -43.25319165),486675.999,5211055,2006
Point (491406.99800000002142042 5204002),HUON047,Peak Rivulet off Peak Rivulet Rd,"Department of Primary Industries, Parks, Water and Environment",27/10/1998,146.8940292,-43.31677005,43.31677005,75,33,4.6,6.6,POINT (146.8940292 -43.31677005),491406.998,5204002,1998
Point (491406.99800000002142042 5204002),HUON047,Peak Rivulet off Peak Rivulet Rd,"Department of Primary Industries, Parks, Water and Environment",9/04/1998,146.8940292,-43.31677005,43.31677005,64,28,4.7,6.9,POINT (146.8940292 -43.31677005),491406.998,5204002,1998
Point (487775.99800000002142042 5210403),HUON048,Esperence Trib off Esperence River Rd,"Department of Primary Industries, Parks, Water and Environment",27/10/1998,146.8493933,-43.25908132,43.25908132,8,25,5.3,6.2,POINT (146.8493933 -43.25908132),487775.998,5210403,1998
Point (487775.99800000002142042 5210403),HUON048,Esperence Trib off Esperence River Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/1998,146.8493933,-43.25908132,43.25908132,6,10,5.5,6.2,POINT (146.8493933 -43.25908132),487775.998,5210403,1998
Point (491253 5197729),HUON049,Creekton Rivulet at Creekton Rd,"Department of Primary Industries, Parks, Water and Environment",26/10/1998,146.89203,-43.37325369,43.37325369,57,35,4.5,6.5,POINT (146.89203 -43.37325369),491253,5197729,1998
Point (491253 5197729),HUON049,Creekton Rivulet at Creekton Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/1998,146.89203,-43.37325369,43.37325369,35,27,5.1,6.6,POINT (146.89203 -43.37325369),491253,5197729,1998
Point (488696.00300000002607703 5194540),HUON050,Hot Springs Creek at North Lune Rd,"Department of Primary Industries, Parks, Water and Environment",26/10/1998,146.8604015,-43.40193473,43.40193473,103,26,4.7,6.5,POINT (146.8604015 -43.40193473),488696.003,5194540,1998
Point (488696.00300000002607703 5194540),HUON050,Hot Springs Creek at North Lune Rd,"Department of Primary Industries, Parks, Water and Environment",9/04/1998,146.8604015,-43.40193473,43.40193473,67,33,4.8,6.1,POINT (146.8604015 -43.40193473),488696.003,5194540,1998
Point (488032.99800000002142042 5193606),HUON051,Mesa Creek at North Lune Rd,"Department of Primary Industries, Parks, Water and Environment",26/10/1998,146.8521933,-43.41033457,43.41033457,20,29,4.8,6.2,POINT (146.8521933 -43.41033457),488032.998,5193606,1998
Point (488032.99800000002142042 5193606),HUON051,Mesa Creek at North Lune Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/1998,146.8521933,-43.41033457,43.41033457,19,31,4.9,6.1,POINT (146.8521933 -43.41033457),488032.998,5193606,1998
Point (489849.99800000002142042 5182700),HUON052,D'Entrecasteaux River at South Cape Rd,"Department of Primary Industries, Parks, Water and Environment",26/10/1998,146.8744323,-43.50856274,43.50856274,32,22,4.3,5.2,POINT (146.8744323 -43.50856274),489849.998,5182700,1998
Point (489849.99800000002142042 5182700),HUON052,D'Entrecasteaux River at South Cape Rd,"Department of Primary Industries, Parks, Water and Environment",8/04/1998,146.8744323,-43.50856274,43.50856274,79,34,5.2,6,POINT (146.8744323 -43.50856274),489849.998,5182700,1998
Point (389716.00199999997857958 5462952),INGL01,Inglis River off Stennings Rd u/s Pumphouse,"Department of Primary Industries, Parks, Water and Environment",11/09/2007,145.6891491,-40.97715121,40.97715121,3,15,2.7,4.2,POINT (145.6891491 -40.97715121),389716.002,5462952,2007
Point (389716.00199999997857958 5462952),INGL01,Inglis River off Stennings Rd u/s Pumphouse,"Department of Primary Industries, Parks, Water and Environment",18/03/2008,145.6891491,-40.97715121,40.97715121,94,18,3.7,5,POINT (145.6891491 -40.97715121),389716.002,5462952,2008
Point (389716.00199999997857958 5462952),INGL01,Inglis River off Stennings Rd u/s Pumphouse,"Department of Primary Industries, Parks, Water and Environment",2/03/1999,145.6891491,-40.97715121,40.97715121,64,22,4.9,6.3,POINT (145.6891491 -40.97715121),389716.002,5462952,1999
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",2/03/1999,145.6585176,-40.97664565,40.97664565,0,4,2.8,4,POINT (145.6585176 -40.97664565),387137.997,5462969,1999
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",26/10/2008,145.6585176,-40.97664565,40.97664565,0,12,4.2,6,POINT (145.6585176 -40.97664565),387137.997,5462969,2008
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",30/10/2006,145.6585176,-40.97664565,40.97664565,1,13,3,5.6,POINT (145.6585176 -40.97664565),387137.997,5462969,2006
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",5/04/2006,145.6585176,-40.97664565,40.97664565,3,16,4.4,5.2,POINT (145.6585176 -40.97664565),387137.997,5462969,2006
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",5/11/2007,145.6585176,-40.97664565,40.97664565,9,15,4.3,5.9,POINT (145.6585176 -40.97664565),387137.997,5462969,2007
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",7/05/2008,145.6585176,-40.97664565,40.97664565,1,10,4.8,4.4,POINT (145.6585176 -40.97664565),387137.997,5462969,2008
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",9/05/2005,145.6585176,-40.97664565,40.97664565,1,14,3.7,5.2,POINT (145.6585176 -40.97664565),387137.997,5462969,2005
Point (387137.99699999997392297 5462969),INGL02,Inglis River at Emerald Vale Rd at Railway bridge,"Department of Primary Industries, Parks, Water and Environment",9/11/2004,145.6585176,-40.97664565,40.97664565,11,14,4.6,5.5,POINT (145.6585176 -40.97664565),387137.997,5462969,2004
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",11/09/2007,145.6312376,-41.00089847,41.00089847,3,18,4.7,5.3,POINT (145.6312376 -41.00089847),384885.002,5460241,2007
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",12/03/2009,145.6312376,-41.00089847,41.00089847,2,16,4.1,5,POINT (145.6312376 -41.00089847),384885.002,5460241,2009
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",12/04/2016,145.6312376,-41.00089847,41.00089847,85,17,4.1,4.6,POINT (145.6312376 -41.00089847),384885.002,5460241,2016
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",14/03/1995,145.6312376,-41.00089847,41.00089847,30,32,5,6,POINT (145.6312376 -41.00089847),384885.002,5460241,1995
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",14/03/2012,145.6312376,-41.00089847,41.00089847,9,16,4.4,5.3,POINT (145.6312376 -41.00089847),384885.002,5460241,2012
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",15/10/2008,145.6312376,-41.00089847,41.00089847,2,21,4.1,5.3,POINT (145.6312376 -41.00089847),384885.002,5460241,2008
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",16/03/2020,145.6312376,-41.00089847,41.00089847,26,14,4.5,5.1,POINT (145.6312376 -41.00089847),384885.002,5460241,2020
